"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","raster_mean"
111,"Ambystoma macrodactylum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Howard, J. H., R. L. Wallace, and J. R. Stauffer. 1983. Critical thermal maxima in populations of Ambystoma macrodactylum from different elevations. Journal of Herpetology 17:400-402.","Rohr","Ambystoma macrodactylum_45.593_2470",8,45.593,-116.972,"inferred","Ambystoma","macrodactylum","Wallowa County, Oregon",14,33.2,"tmax",1.2,"CI",15,"critical","Heat rigor and failture to respond to stimuli","0.5",NA,NA,NA,NA,2470,"Adult",NA,NA,NA,"Terrestrial","14","days",NA,NA,NA,"Ambystoma","macrodactylum","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","1-10","Funk & Dunlap, 1999",24.8,"Oliveira et al., 2017;A. P. Russell et al., 1996","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","","Winter",NA,"","0.0001156-0.0002816","AmphibiaWeb, 2020","Micky/Ilona/Nikki","3650","Oliveira et al., 2017","N","Oliveira et al., 2017",1368.2726811972
112,"Ambystoma macrodactylum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Howard, J. H., R. L. Wallace, and J. R. Stauffer. 1983. Critical thermal maxima in populations of Ambystoma macrodactylum from different elevations. Journal of Herpetology 17:400-402.","Rohr","Ambystoma macrodactylum_45.593_2470",20,45.593,-116.972,"inferred","Ambystoma","macrodactylum","Wallowa County, Oregon",14,34.4,"tmax",0.71,"CI",15,"critical","Heat rigor and failture to respond to stimuli","0.5",NA,NA,NA,NA,2470,"Adult",NA,NA,NA,"Terrestrial","14","days",NA,NA,NA,"Ambystoma","macrodactylum","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","1-10","Funk & Dunlap, 1999",24.8,"Oliveira et al., 2017;A. P. Russell et al., 1996","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","","Winter",NA,"","0.0001156-0.0002816","AmphibiaWeb, 2020","Micky/Ilona/Nikki","3650","Oliveira et al., 2017","N","Oliveira et al., 2017",1368.2726811972
115,"Ambystoma macrodactylum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Howard, J. H., R. L. Wallace, and J. R. Stauffer. 1983. Critical thermal maxima in populations of Ambystoma macrodactylum from different elevations. Journal of Herpetology 17:400-402.","Rohr","Ambystoma macrodactylum_46.4_420",8,46.4,-117.001,"inferred","Ambystoma","macrodactylum","Lewiston, Idaho",14,33.4,"tmax",0.59,"CI",15,"critical","Heat rigor and failture to respond to stimuli","0.5",NA,NA,NA,NA,420,"Adult",NA,NA,NA,"Terrestrial","14","days",NA,NA,NA,"Ambystoma","macrodactylum","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","1-10","Funk & Dunlap, 1999",24.8,"Oliveira et al., 2017;A. P. Russell et al., 1996","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","","Winter",NA,"","0.0001156-0.0002816","AmphibiaWeb, 2020","Micky/Ilona/Nikki","3650","Oliveira et al., 2017","N","Oliveira et al., 2017",788.57985717727
116,"Ambystoma macrodactylum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Howard, J. H., R. L. Wallace, and J. R. Stauffer. 1983. Critical thermal maxima in populations of Ambystoma macrodactylum from different elevations. Journal of Herpetology 17:400-402.","Rohr","Ambystoma macrodactylum_46.4_420",20,46.4,-117.001,"inferred","Ambystoma","macrodactylum","Lewiston, Idaho",14,34.9,"tmax",0.63,"CI",15,"critical","Heat rigor and failture to respond to stimuli","0.5",NA,NA,NA,NA,420,"Adult",NA,NA,NA,"Terrestrial","14","days",NA,NA,NA,"Ambystoma","macrodactylum","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","1-10","Funk & Dunlap, 1999",24.8,"Oliveira et al., 2017;A. P. Russell et al., 1996","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","","Winter",NA,"","0.0001156-0.0002816","AmphibiaWeb, 2020","Micky/Ilona/Nikki","3650","Oliveira et al., 2017","N","Oliveira et al., 2017",788.57985717727
2383,"Ranoidea aurea","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Ranoidea aurea_-39_304.8",10,-39,146.333,"","Hyla","aurea","Victoria, Wilson's Prom, Australia",12,35.6,"tmax",NA,NA,4,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Ranoidea","aurea","182.5","Oliveira et al., 2017","182.5","Oliveira et al., 2017","Y","1-10","A. W. White & Pyke, 2008",9.39,"Oliveira et al., 2017","","","","","","","Green and golden bell frog, n.d.;Department of Environment and Conservation NSW, 2005","non-migratory","",NA,NA,"","unk","","Nikki","3650","Oliveira et al., 2017","Y","Oliveira et al., 2017",NA
2384,"Ranoidea aurea","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Ranoidea aurea_-39_304.8",10,-39,146.333,"","Hyla","aurea","Victoria, Wilson's Prom, Australia",12,34.5,"tmax",NA,NA,4,"critical","Loss of righting response","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Ranoidea","aurea","182.5","Oliveira et al., 2017","182.5","Oliveira et al., 2017","Y","1-10","A. W. White & Pyke, 2008",9.39,"Oliveira et al., 2017","","","","","","","Green and golden bell frog, n.d.;Department of Environment and Conservation NSW, 2005","non-migratory","",NA,NA,"","unk","","Nikki","3650","Oliveira et al., 2017","Y","Oliveira et al., 2017",NA
2385,"Ranoidea aurea","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Ranoidea aurea_-39_304.8",30,-39,146.333,"","Hyla","aurea","Victoria, Wilson's Prom, Australia",12,37,"tmax",NA,NA,4,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Ranoidea","aurea","182.5","Oliveira et al., 2017","182.5","Oliveira et al., 2017","Y","1-10","A. W. White & Pyke, 2008",9.39,"Oliveira et al., 2017","","","","","","","Green and golden bell frog, n.d.;Department of Environment and Conservation NSW, 2005","non-migratory","",NA,NA,"","unk","","Nikki","3650","Oliveira et al., 2017","Y","Oliveira et al., 2017",NA
2386,"Ranoidea aurea","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Ranoidea aurea_-39_304.8",30,-39,146.333,"","Hyla","aurea","Victoria, Wilson's Prom, Australia",12,36.2,"tmax",NA,NA,4,"critical","righting_ability","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Ranoidea","aurea","182.5","Oliveira et al., 2017","182.5","Oliveira et al., 2017","Y","1-10","A. W. White & Pyke, 2008",9.39,"Oliveira et al., 2017","","","","","","","Green and golden bell frog, n.d.;Department of Environment and Conservation NSW, 2005","non-migratory","",NA,NA,"","unk","","Nikki","3650","Oliveira et al., 2017","Y","Oliveira et al., 2017",NA
2387,"Ranoidea aurea","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Ranoidea aurea_-38_304.8",10,-38,148.174,"","Hyla","aurea","Victoria, Buchan, Australia",12,34.2,"tmax",NA,NA,1,"critical","Loss of righting response","1",NA,NA,NA,"Autumn",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Ranoidea","aurea","182.5","Oliveira et al., 2017","182.5","Oliveira et al., 2017","Y","1-10","A. W. White & Pyke, 2008",9.39,"Oliveira et al., 2017","","","","","","","Green and golden bell frog, n.d.;Department of Environment and Conservation NSW, 2005","non-migratory","",NA,NA,"","unk","","Nikki","3650","Oliveira et al., 2017","Y","Oliveira et al., 2017",NA
2388,"Ranoidea aurea","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Ranoidea aurea_-38_304.8",10,-38,148.174,"","Hyla","aurea","Victoria, Buchan, Australia",12,35,"tmax",NA,NA,1,"critical","onset_of_spasm","1",NA,NA,NA,"Autumn",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Ranoidea","aurea","182.5","Oliveira et al., 2017","182.5","Oliveira et al., 2017","Y","1-10","A. W. White & Pyke, 2008",9.39,"Oliveira et al., 2017","","","","","","","Green and golden bell frog, n.d.;Department of Environment and Conservation NSW, 2005","non-migratory","",NA,NA,"","unk","","Nikki","3650","Oliveira et al., 2017","Y","Oliveira et al., 2017",NA
2389,"Ranoidea aurea","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Ranoidea aurea_-37_304.8",10,-37,145.887,"","Hyla","aurea","Victoria, Warrenbayne, Australia",12,30,"tmax",NA,NA,1,"critical","righting_ability","1",NA,NA,NA,"Winter",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Ranoidea","aurea","182.5","Oliveira et al., 2017","182.5","Oliveira et al., 2017","Y","1-10","A. W. White & Pyke, 2008",9.39,"Oliveira et al., 2017","","","","","","","Green and golden bell frog, n.d.;Department of Environment and Conservation NSW, 2005","non-migratory","",NA,NA,"","unk","","Nikki","3650","Oliveira et al., 2017","Y","Oliveira et al., 2017",381.886472991821
2390,"Ranoidea aurea","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Ranoidea aurea_-34_304.8",10,-34,151.342,"","Hyla","aurea","Gosford, New South Wales",12,33.6,"tmax",NA,NA,5,"critical","Loss of righting response","1",NA,NA,NA,"Winter",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Ranoidea","aurea","182.5","Oliveira et al., 2017","182.5","Oliveira et al., 2017","Y","1-10","A. W. White & Pyke, 2008",9.39,"Oliveira et al., 2017","","","","","","","Green and golden bell frog, n.d.;Department of Environment and Conservation NSW, 2005","non-migratory","",NA,NA,"","unk","","Nikki","3650","Oliveira et al., 2017","Y","Oliveira et al., 2017",NA
2391,"Ranoidea aurea","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Ranoidea aurea_-34_304.8",10,-34,151.342,"","Hyla","aurea","Gosford, New South Wales",12,35.1,"tmax",NA,NA,5,"critical","onset_of_spasm","1",NA,NA,NA,"Winter",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Ranoidea","aurea","182.5","Oliveira et al., 2017","182.5","Oliveira et al., 2017","Y","1-10","A. W. White & Pyke, 2008",9.39,"Oliveira et al., 2017","","","","","","","Green and golden bell frog, n.d.;Department of Environment and Conservation NSW, 2005","non-migratory","",NA,NA,"","unk","","Nikki","3650","Oliveira et al., 2017","Y","Oliveira et al., 2017",NA
1450,"Lithobates clamitans","Chordata","Amphibia","Anura","Ranidae","Nikki","Brattstrom_1968","Rohr","Lithobates clamitans_42_304.8",5,42,-73.135,"","Rana","clamitans","Long Island, New York",17.5,29.9,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","2-3w","weeks",NA,NA,NA,"Lithobates","clamitans","365","AmphibiaWeb, 2020","365","AmphibiaWeb, 2020","Y","1-10","AmphibiaWeb, 2020",10.8,"NatureServe, 2020","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.00002-0.0002","AmphibiaWeb, 2020","Nikki","2000","AmphibiaWeb, 2020","Y","Oliveira et al., 2017",172.792219346718
1451,"Lithobates clamitans","Chordata","Amphibia","Anura","Ranidae","Nikki","Brattstrom_1968","Rohr","Lithobates clamitans_42_304.8",23,42,-73.135,"","Rana","clamitans","Long Island, New York",17.5,35,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","2-3w","weeks",NA,NA,NA,"Lithobates","clamitans","365","AmphibiaWeb, 2020","365","AmphibiaWeb, 2020","Y","1-10","AmphibiaWeb, 2020",10.8,"NatureServe, 2020","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.00002-0.0002","AmphibiaWeb, 2020","Nikki","2000","AmphibiaWeb, 2020","Y","Oliveira et al., 2017",172.792219346718
1443,"Lithobates catesbeiana","Chordata","Amphibia","Anura","Ranidae","Nikki","Brattstrom_1968","Rohr","Lithobates catesbeiana_42_304.8",5,42,-73.135,"","Rana","catesbeiana","Long Island, New York",17.5,31.7,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","2-3w","weeks",NA,NA,NA,"Lithobates","catesbeiana","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","1-10","Gahl et al., 2009",20.3,"Oliveira et al., 2017","16.2","AmphibiaWeb, 2020","15.2","AmphibiaWeb, 2020","","Winter","Meyers et al., 2015","non-migratory","",NA,NA,"","0.00196","Meyers et al., 2015","Nikki","5840","Oliveira et al., 2017;Meyers et al., 2015","Y","Species profile: Lithobates catesbeianus, 2020",172.792219346718
1444,"Lithobates catesbeiana","Chordata","Amphibia","Anura","Ranidae","Nikki","Brattstrom_1968","Rohr","Lithobates catesbeiana_42_304.8",23,42,-73.135,"","Rana","catesbeiana","Long Island, New York",17.5,33.6,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","2-3w","weeks",NA,NA,NA,"Lithobates","catesbeiana","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","1-10","Gahl et al., 2009",20.3,"Oliveira et al., 2017","16.2","AmphibiaWeb, 2020","15.2","AmphibiaWeb, 2020","","Winter","Meyers et al., 2015","non-migratory","",NA,NA,"","0.00196","Meyers et al., 2015","Nikki","5840","Oliveira et al., 2017;Meyers et al., 2015","Y","Species profile: Lithobates catesbeianus, 2020",172.792219346718
1422,"Limnodynastes tasmaniensis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes tasmaniensis_-31_762-1371.6",5,-31,151.667,"","Limnodynastes","tasmaniensis","Armidale, New South Wales",12,33.9,"tmax",NA,NA,12,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",1066.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Limnodynastes","tasmaniensis","91.25","Oliveira et al., 2017","91.25","Oliveira et al., 2017","Y","0-1","Wilson et al., 2013",5.05,"Oliveira et al., 2017","","","","","","","Schell, 2002","non-migratory","",NA,NA,"","unk","","Nikki","2190","Schell, 2002","N","Oliveira et al., 2017",819.406784245884
1423,"Limnodynastes tasmaniensis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes tasmaniensis_-31_762-1371.6",5,-31,151.667,"","Limnodynastes","tasmaniensis","Armidale, New South Wales",12,29.8,"tmax",NA,NA,12,"critical","righting_ability","1",NA,NA,NA,"Spring",1066.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Limnodynastes","tasmaniensis","91.25","Oliveira et al., 2017","91.25","Oliveira et al., 2017","Y","0-1","Wilson et al., 2013",5.05,"Oliveira et al., 2017","","","","","","","Schell, 2002","non-migratory","",NA,NA,"","unk","","Nikki","2190","Schell, 2002","N","Oliveira et al., 2017",819.406784245884
1424,"Limnodynastes tasmaniensis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes tasmaniensis_-31_762-1371.6",25,-31,151.667,"","Limnodynastes","tasmaniensis","Armidale, New South Wales",12,35,"tmax",NA,NA,12,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",1066.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Limnodynastes","tasmaniensis","91.25","Oliveira et al., 2017","91.25","Oliveira et al., 2017","Y","0-1","Wilson et al., 2013",5.05,"Oliveira et al., 2017","","","","","","","Schell, 2002","non-migratory","",NA,NA,"","unk","","Nikki","2190","Schell, 2002","N","Oliveira et al., 2017",819.406784245884
1425,"Limnodynastes tasmaniensis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes tasmaniensis_-31_762-1371.6",25,-31,151.667,"","Limnodynastes","tasmaniensis","Armidale, New South Wales",12,33.4,"tmax",NA,NA,12,"critical","righting_ability","1",NA,NA,NA,"Spring",1066.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Limnodynastes","tasmaniensis","91.25","Oliveira et al., 2017","91.25","Oliveira et al., 2017","Y","0-1","Wilson et al., 2013",5.05,"Oliveira et al., 2017","","","","","","","Schell, 2002","non-migratory","",NA,NA,"","unk","","Nikki","2190","Schell, 2002","N","Oliveira et al., 2017",819.406784245884
1612,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-31_762-1371.6",5,-31,151.667,"","Hyla","ewingii","Armidale, New South Wales",12,33.9,"tmax",NA,NA,8,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",1066.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Litoria","ewingii","unk","","unk","","","0-1","Kearney et al., 2015",5,"Oliveira et al., 2017","","","","","","Winter","Bazin et al., 2007","non-migratory","",NA,NA,"","unk","","Nikki","unk","","N","Oliveira et al., 2017",819.406784245884
1613,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-31_762-1371.6",5,-31,151.667,"","Hyla","ewingii","Armidale, New South Wales",12,30.7,"tmax",NA,NA,8,"critical","righting_ability","1",NA,NA,NA,"Spring",1066.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Litoria","ewingii","unk","","unk","","","0-1","Kearney et al., 2015",5,"Oliveira et al., 2017","","","","","","Winter","Bazin et al., 2007","non-migratory","",NA,NA,"","unk","","Nikki","unk","","N","Oliveira et al., 2017",819.406784245884
1614,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-31_762-1371.6",25,-31,151.667,"","Hyla","ewingii","Armidale, New South Wales",12,34.3,"tmax",NA,NA,8,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",1066.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Litoria","ewingii","unk","","unk","","","0-1","Kearney et al., 2015",5,"Oliveira et al., 2017","","","","","","Winter","Bazin et al., 2007","non-migratory","",NA,NA,"","unk","","Nikki","unk","","N","Oliveira et al., 2017",819.406784245884
1615,"Litoria ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-31_762-1371.6",25,-31,151.667,"","Hyla","ewingii","Armidale, New South Wales",12,32.8,"tmax",NA,NA,8,"critical","righting_ability","1",NA,NA,NA,"Spring",1066.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Litoria","ewingii","unk","","unk","","","0-1","Kearney et al., 2015",5,"Oliveira et al., 2017","","","","","","Winter","Bazin et al., 2007","non-migratory","",NA,NA,"","unk","","Nikki","unk","","N","Oliveira et al., 2017",819.406784245884
2379,"Pseudophryne bibronii","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Pseudophryne bibronii_-31_762-1371.6",5,-31,151.667,"","Pseudophryne","bibroni","Armidale, New South Wales",12,35.4,"tmax",NA,NA,3,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",1066.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Pseudophryne","bibronii","unk","","unk","","","0-1","Barton, 1981",3.6,"Oliveira et al., 2017","","","","","","Winter","Woodruff, 1977","non-migratory","",NA,NA,"","0.00230688","Woodruff, 1977","Nikki","2190","Woodruff, 1977","Y","Oliveira et al., 2017",819.406784245884
2380,"Pseudophryne bibronii","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Pseudophryne bibronii_-31_762-1371.6",5,-31,151.667,"","Pseudophryne","bibroni","Armidale, New South Wales",12,34.8,"tmax",NA,NA,3,"critical","righting_ability","1",NA,NA,NA,"Spring",1066.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Pseudophryne","bibronii","unk","","unk","","","0-1","Barton, 1981",3.6,"Oliveira et al., 2017","","","","","","Winter","Woodruff, 1977","non-migratory","",NA,NA,"","0.00230688","Woodruff, 1977","Nikki","2190","Woodruff, 1977","Y","Oliveira et al., 2017",819.406784245884
896,"Eurycea bislineata","Chordata","Amphibia","Caudata","Plethodontidae","FL","Layne_&_Claussen_1982ab","intratherm_team","Eurycea bislineata_39.77_NA",25,39.77,-84.69,"inferred","Eurycea","bislineata","Preble County, Ohio, USA",0,34.64103,"tmax",0.28205,"CI",7,"critical","onset_of_rigor","0.5",NA,NA,"5","Summer",332,NA,"Thermal limits extracted using OOo Digitizer",NA,NA,"Terrestrial","0d","days",NA,NA,NA,"Eurycea","bislineata","1095","Oliveira et al., 2017","1095","Oliveira et al., 2017","Y","0-1","J. E. Johnson & Goldberg, 1975",12.3,"Oliveira et al., 2017","","","","","","Winter","Meyers et al., 2015;Ashton & Ashton, 1978","non-migratory","",NA,NA,"","0.000014","Ashton & Ashton, 1978","Micky/Ilona/Nikki","kunk","Caudata - Max Longevity, n.d.","N","Oliveira et al., 2017",263.829662952094
897,"Eurycea bislineata","Chordata","Amphibia","Caudata","Plethodontidae","FL","Layne_&_Claussen_1982ab","intratherm_team","Eurycea bislineata_39.77_NA",25,39.77,-84.69,"inferred","Eurycea","bislineata","Preble County, Ohio, USA",0.5,35.87179,"tmax",0.28206,"CI",7,"critical","onset_of_rigor","0.5",NA,NA,"5","Summer",332,NA,"Thermal limits extracted using OOo Digitizer",NA,NA,"Terrestrial","0.5d","days",NA,NA,NA,"Eurycea","bislineata","1095","Oliveira et al., 2017","1095","Oliveira et al., 2017","Y","0-1","J. E. Johnson & Goldberg, 1975",12.3,"Oliveira et al., 2017","","","","","","Winter","Meyers et al., 2015;Ashton & Ashton, 1978","non-migratory","",NA,NA,"","0.000014","Ashton & Ashton, 1978","Micky/Ilona/Nikki","kunk","Caudata - Max Longevity, n.d.","N","Oliveira et al., 2017",263.829662952094
898,"Eurycea bislineata","Chordata","Amphibia","Caudata","Plethodontidae","FL","Layne_&_Claussen_1982ab","intratherm_team","Eurycea bislineata_39.77_NA",25,39.77,-84.69,"inferred","Eurycea","bislineata","Preble County, Ohio, USA",0.75,36.23077,"tmax",0.23077,"CI",7,"critical","onset_of_rigor","0.5",NA,NA,"5","Summer",332,NA,"Thermal limits extracted using OOo Digitizer",NA,NA,"Terrestrial","0.75d","days",NA,NA,NA,"Eurycea","bislineata","1095","Oliveira et al., 2017","1095","Oliveira et al., 2017","Y","0-1","J. E. Johnson & Goldberg, 1975",12.3,"Oliveira et al., 2017","","","","","","Winter","Meyers et al., 2015;Ashton & Ashton, 1978","non-migratory","",NA,NA,"","0.000014","Ashton & Ashton, 1978","Micky/Ilona/Nikki","kunk","Caudata - Max Longevity, n.d.","N","Oliveira et al., 2017",263.829662952094
899,"Eurycea bislineata","Chordata","Amphibia","Caudata","Plethodontidae","FL","Layne_&_Claussen_1982ab","intratherm_team","Eurycea bislineata_39.77_NA",25,39.77,-84.69,"inferred","Eurycea","bislineata","Preble County, Ohio, USA",1,35.92308,"tmax",0.20513,"CI",7,"critical","onset_of_rigor","0.5",NA,NA,"5","Summer",332,NA,"Thermal limits extracted using OOo Digitizer",NA,NA,"Terrestrial","1d","days",NA,NA,NA,"Eurycea","bislineata","1095","Oliveira et al., 2017","1095","Oliveira et al., 2017","Y","0-1","J. E. Johnson & Goldberg, 1975",12.3,"Oliveira et al., 2017","","","","","","Winter","Meyers et al., 2015;Ashton & Ashton, 1978","non-migratory","",NA,NA,"","0.000014","Ashton & Ashton, 1978","Micky/Ilona/Nikki","kunk","Caudata - Max Longevity, n.d.","N","Oliveira et al., 2017",263.829662952094
900,"Eurycea bislineata","Chordata","Amphibia","Caudata","Plethodontidae","FL","Layne_&_Claussen_1982ab","intratherm_team","Eurycea bislineata_39.77_NA",25,39.77,-84.69,"inferred","Eurycea","bislineata","Preble County, Ohio, USA",2,35.41026,"tmax",0.25641,"CI",7,"critical","onset_of_rigor","0.5",NA,NA,"5","Summer",332,NA,"Thermal limits extracted using OOo Digitizer",NA,NA,"Terrestrial","2d","days",NA,NA,NA,"Eurycea","bislineata","1095","Oliveira et al., 2017","1095","Oliveira et al., 2017","Y","0-1","J. E. Johnson & Goldberg, 1975",12.3,"Oliveira et al., 2017","","","","","","Winter","Meyers et al., 2015;Ashton & Ashton, 1978","non-migratory","",NA,NA,"","0.000014","Ashton & Ashton, 1978","Micky/Ilona/Nikki","kunk","Caudata - Max Longevity, n.d.","N","Oliveira et al., 2017",263.829662952094
901,"Eurycea bislineata","Chordata","Amphibia","Caudata","Plethodontidae","FL","Layne_&_Claussen_1982ab","intratherm_team","Eurycea bislineata_39.77_NA",25,39.77,-84.69,"inferred","Eurycea","bislineata","Preble County, Ohio, USA",3,35.74359,"tmax",0.30769,"CI",7,"critical","onset_of_rigor","0.5",NA,NA,"5","Summer",332,NA,"Thermal limits extracted using OOo Digitizer",NA,NA,"Terrestrial","3d","days",NA,NA,NA,"Eurycea","bislineata","1095","Oliveira et al., 2017","1095","Oliveira et al., 2017","Y","0-1","J. E. Johnson & Goldberg, 1975",12.3,"Oliveira et al., 2017","","","","","","Winter","Meyers et al., 2015;Ashton & Ashton, 1978","non-migratory","",NA,NA,"","0.000014","Ashton & Ashton, 1978","Micky/Ilona/Nikki","kunk","Caudata - Max Longevity, n.d.","N","Oliveira et al., 2017",263.829662952094
